ecg,ecg1,ecg3,rrIntervalList
4755.456,9262.848,7707.392,
4805.12,9363.2,7681.792,
4931.328,9528.32,7629.824,
4904.192,9457.152,7637.76,
4771.584,9294.336,7696.64,
4798.208,9365.504,7688.704,
4915.712,9519.36,7621.632,
4882.944,9444.608,7629.056,
4772.864,9300.224,7684.608,
4786.176,9364.224,7668.992,
4875.264,9490.944,7628.288,
4846.848,9412.352,7651.072,
4759.04,9288.96,7692.544,
4800.512,9377.536,7661.824,
4901.376,9509.632,7617.024,
4862.208,9424.64,7638.784,
4766.976,9298.944,7687.424,
4806.4,9389.568,7675.648,
4900.352,9517.568,7627.52,
4862.208,9428.736,7638.272,
4769.024,9300.736,7693.312,
4809.216,9385.472,7683.584,
4905.728,9519.616,7635.456,
4864.512,9438.72,7658.24,
4768.768,9310.72,7700.992,
4812.544,9402.112,7684.352,
4906.496,9537.536,7629.312,
4862.208,9447.936,7643.136,
4768,9318.656,7694.336,
4802.304,9406.976,7675.136,
4899.072,9540.096,7623.168,
4869.632,9459.712,7639.808,
4784.896,9336.064,7692.288,
4810.496,9417.216,7678.464,
4889.856,9534.464,7620.096,
4854.784,9444.864,7632.384,
4770.304,9322.496,7682.816,
4811.52,9413.632,7665.92,
4891.648,9530.368,7614.464,
4844.8,9432.576,7638.784,
4762.88,9320.448,7692.544,
4808.96,9420.288,7680.512,
4909.824,9547.264,7624.448,
4864,9454.336,7632.64,
4764.928,9328.384,7676.928,
4810.496,9421.568,7652.864,
4911.36,9554.176,7603.968,
4877.056,9477.888,7620.608,
4800.256,9367.808,7673.6,
4848.128,9462.016,7646.72,
4914.688,9563.136,7591.168,
4843.264,9442.304,7631.36,
4741.376,9305.6,7698.176,
4799.744,9412.096,7678.464,
4901.376,9546.752,7622.656,
4852.992,9447.68,7654.144,
4760.576,9324.032,7698.432,
4810.752,9427.712,7662.592,
4904.96,9571.328,7603.456,
4853.504,9499.392,7601.92,
4771.584,9411.584,7626.752,
4826.624,9535.488,7582.72,
4911.616,9656.576,7526.912,
4883.968,9563.904,7552.256,
4824.064,9468.16,7605.76,
4885.248,9562.368,7599.104,
4970.496,9654.016,7563.008,
4925.44,9526.272,7592.704,
4849.408,9392.128,7649.28,
4897.536,9469.184,7643.648,
4999.68,9582.848,7601.408,
4961.28,9480.448,7627.52,
4861.696,9362.944,7671.552,
4871.68,9447.936,7642.624,
4919.808,9544.192,7608.832,
4844.288,9428.736,7652.096,
4738.816,9294.08,7709.696,
4781.568,9382.656,7688.96,
4864.768,9490.944,7647.488,
4813.824,9386.752,7664.64,
4735.744,9272.832,7710.208,
4790.528,9377.28,7680.512,
4873.216,9486.848,7641.856,
4808.96,9373.952,7664.64,
4733.952,9268.992,7703.04,
4810.496,9393.664,7671.296,
4905.984,9519.104,7621.888,
4843.776,9415.936,7665.408,
4759.552,9315.328,7703.808,
4812.8,9448.448,7638.528,
4953.6,9624.832,7548.16,
5006.848,9600.512,7525.12,
5005.056,9607.936,7533.568,
5135.36,9899.776,7655.936,
5456.384,10246.4,8060.928,
5598.72,10163.456,8372.48,
5296.128,9736.448,8059.648,
4946.432,9520.896,7355.392,
4957.696,9491.2,7321.856,
4953.856,9411.328,7556.352,
4880.896,9364.48,7636.48,
4939.008,9520.128,7580.16,
5018.88,9627.392,7505.152,
4947.968,9494.528,7533.312,
4853.76,9376.512,7579.136,
4902.912,9483.008,7564.544,
4983.808,9588.48,7548.672,
4927.488,9471.488,7580.16,
4850.176,9366.528,7632.64,
4916.224,9484.032,7603.456,
5010.944,9598.464,7552,
4951.808,9483.264,7591.424,
4871.936,9369.344,7653.376,
4938.496,9480.704,7635.456,
5024.768,9588.992,7592.704,
4970.496,9484.544,7620.608,
4905.728,9388.544,7656.704,
4977.152,9513.984,7624.448,
5063.168,9615.872,7590.656,
5016.32,9504.512,7620.608,
4935.936,9401.856,7652.352,
5130.752,9597.44,7486.976,
5126.144,9640.192,7467.264,
4995.072,9480.448,7523.84,
4890.88,9380.608,7585.792,
4944.896,9502.464,7558.4,
5007.104,9595.136,7517.44,
4919.296,9462.784,7564.544,
4833.28,9365.504,7617.024,
4892.416,9490.944,7589.632,
4963.84,9583.616,7551.488,
4889.088,9455.36,7588.864,
4813.568,9367.552,7639.04,
4887.296,9466.624,7549.184,
4906.24,9475.072,7590.912,
4832.256,9383.424,7644.16,
4903.936,9512.96,7605.504,
4986.624,9610.752,7553.792,
4918.528,9480.96,7589.12,
4836.864,9383.424,7638.528,
4901.12,9504.256,7601.664,
4984.064,9601.28,7568.896,
4916.992,9472.768,7606.016,
4840.704,9381.376,7658.752,
4915.712,9513.728,7627.008,
4985.856,9601.792,7577.6,
4911.104,9471.744,7614.208,
4834.304,9378.56,7664.128,
4904.96,9505.024,7645.952,
4992.256,9600,7607.808,
4931.072,9478.656,7622.144,
4844.288,9382.912,7647.232,
4900.352,9500.672,7619.84,
4975.616,9592.832,7600.896,
4914.688,9471.232,7626.752,
4849.664,9378.816,7659.008,
4914.688,9508.864,7616.768,
4986.368,9605.632,7568.384,
4908.288,9473.536,7607.296,
4827.904,9387.264,7650.048,
4899.328,9520.128,7614.976,
4979.456,9607.68,7569.92,
4907.776,9480.704,7602.176,
4825.344,9391.616,7652.608,
4895.232,9527.04,7620.096,
4958.72,9610.24,7576.064,
4873.216,9463.808,7616,
4796.16,9362.688,7662.336,
4867.84,9492.48,7641.6,
4870.4,9455.616,7608.832,
4799.744,9367.04,7658.496,
4875.52,9494.784,7628.8,
4937.216,9575.936,7591.424,
4861.184,9444.864,7629.056,
4796.416,9365.76,7669.76,
4869.888,9501.184,7629.568,
4944.128,9584.896,7596.288,
4875.008,9457.664,7627.264,
4880.384,9504.256,7632.64,
4935.168,9574.912,7596.544,
4851.456,9434.368,7652.608,
4783.104,9356.544,7697.408,
4861.696,9490.176,7659.52,
4930.56,9573.12,7620.352,
4851.2,9435.136,7657.728,
4784.128,9354.496,7683.584,
4862.208,9495.552,7641.088,
4930.56,9577.216,7612.16,
4854.528,9441.792,7652.352,
4784.896,9363.968,7693.824,
4862.208,9501.952,7655.68,
4935.424,9583.872,7607.04,
4854.528,9448.704,7641.856,
4787.456,9368.832,7686.656,
4867.328,9502.464,7654.912,
4937.728,9580.544,7627.008,
4866.816,9454.336,7662.848,
4810.496,9387.52,7697.152,
4888.32,9519.36,7657.728,
4951.04,9589.248,7619.84,
4855.808,9441.536,7656.96,
4776.192,9356.8,7700.224,
4860.672,9504.256,7652.608,
4931.328,9580.8,7620.352,
4843.264,9434.112,7655.168,
4776.96,9358.08,7671.296,
4855.296,9494.272,7632.128,
4919.296,9564.672,7615.744,
4842.24,9430.272,7658.24,
4783.104,9364.48,7687.936,
4877.312,9513.472,7637.248,
4946.944,9591.296,7601.92,
4848.64,9439.232,7666.688,
4773.632,9356.544,7707.392,
4855.04,9493.504,7665.664,
4921.344,9568,7638.272,
4841.984,9437.44,7668.224,
4779.264,9373.696,7686.912,
4858.368,9507.328,7640.576,
4924.416,9575.936,7616.512,
4857.088,9448.704,7661.568,
4800.512,9390.08,7688.704,
4882.944,9537.024,7638.272,
4952.32,9624.32,7590.144,
4873.472,9509.888,7618.56,
4803.328,9465.6,7634.944,
4870.144,9617.92,7574.528,
4921.6,9685.248,7531.008,
4851.456,9554.944,7570.688,
4813.568,9510.4,7617.536,
4917.504,9653.248,7581.184,
4991.488,9700.608,7563.776,
4913.152,9538.048,7618.048,
4863.744,9452.288,7663.36,
4953.6,9570.304,7630.336,
5022.208,9626.112,7601.408,
4937.984,9481.216,7652.096,
4869.632,9413.376,7686.656,
4920.576,9538.048,7635.968,
4936.192,9577.472,7608.576,
4826.368,9420.032,7664.128,
4756.992,9345.024,7712.256,
4846.848,9483.776,7680.256,
4918.016,9550.08,7635.712,
4839.168,9411.328,7678.72,
4774.656,9348.096,7721.728,
4847.872,9486.08,7681.024,
4903.68,9547.008,7652.096,
4827.904,9416.704,7682.304,
4762.624,9351.168,7718.144,
4844.8,9487.104,7677.696,
4904.448,9546.24,7652.608,
4824.832,9405.696,7692.8,
4765.952,9350.144,7732.736,
4851.712,9505.024,7685.12,
4922.88,9594.368,7616.768,
4914.688,9515.776,7636.224,
4995.84,9553.664,7630.08,
5156.608,9828.352,7534.08,
5207.296,10066.688,7545.344,
5252.352,10147.584,7947.008,
5391.872,10122.496,8290.048,
5288.192,9971.712,7895.04,
4967.424,9694.464,7261.952,
4838.912,9402.112,7376.128,
4862.72,9357.824,7653.632,
4973.056,9558.784,7649.792,
5040.128,9669.888,7566.592,
4961.28,9546.752,7565.568,
4913.92,9488.896,7584.512,
4984.32,9615.872,7552,
5020.416,9645.056,7554.048,
4942.336,9506.048,7598.08,
4901.376,9458.176,7627.776,
4986.368,9598.208,7590.4,
5040.384,9651.2,7558.912,
4964.608,9514.496,7609.088,
4919.808,9469.184,7646.208,
5007.872,9615.872,7603.456,
5067.52,9672.96,7556.352,
4995.584,9536.512,7588.096,
4944.384,9482.24,7635.456,
5030.912,9624.576,7589.376,
5085.696,9675.776,7570.432,
5010.944,9539.584,7621.12,
4968.96,9494.528,7653.12,
5062.4,9640.704,7599.104,
5104.64,9678.592,7577.6,
5017.344,9527.808,7630.592,
4980.992,9488.384,7651.072,
5087.744,9644.544,7608.32,
5154.304,9689.856,7588.352,
5080.064,9549.056,7630.336,
5042.176,9508.608,7649.28,
5138.688,9650.432,7607.808,
5199.616,9699.84,7581.952,
5131.52,9560.832,7636.224,
5102.592,9517.824,7676.672,
5217.536,9666.304,7627.52,
5281.536,9712.896,7598.336,
5209.088,9573.376,7638.784,
5185.792,9534.464,7675.392,
5302.272,9686.016,7631.104,
5378.816,9735.936,7607.808,
5319.168,9591.808,7665.664,
5306.624,9557.248,7701.248,
5428.992,9719.04,7649.28,
5506.048,9768.704,7617.024,
5447.936,9626.624,7662.592,
5426.944,9592.064,7691.776,
5543.936,9747.456,7650.816,
5616.128,9799.168,7611.392,
5542.912,9661.952,7651.584,
5504.256,9633.536,7673.088,
5585.664,9784.832,7622.912,
5610.752,9824,7584.512,
5491.968,9677.568,7609.344,
5402.88,9633.28,7618.304,
5437.184,9767.68,7537.664,
5422.848,9788.672,7473.92,
5267.968,9626.88,7497.728,
5158.656,9573.12,7507.968,
5184,9697.536,7470.336,
5173.76,9720.832,7454.464,
5033.984,9556.736,7503.104,
4956.16,9507.328,7529.984,
5019.392,9646.08,7491.84,
5036.032,9671.936,7475.712,
4921.088,9512.448,7539.2,
4865.28,9470.72,7582.464,
4950.784,9615.104,7546.88,
4986.624,9642.496,7535.872,
4877.056,9489.664,7596.288,
4831.744,9456.384,7628.544,
4926.464,9602.816,7576.576,
4964.096,9631.488,7561.216,
4872.704,9487.872,7612.672,
4841.728,9468.416,7637.504,
4933.376,9613.568,7583.232,
4973.312,9640.96,7555.072,
4884.736,9500.416,7603.712,
4841.216,9467.392,7630.592,
4937.472,9616.384,7582.976,
4982.272,9653.248,7536.128,
4895.232,9513.216,7566.848,
4864.256,9490.688,7591.168,
4954.368,9630.72,7558.912,
4995.84,9661.696,7539.712,
4907.008,9524.992,7582.208,
4870.4,9502.72,7608.832,
4960,9650.432,7568.384,
4993.792,9680.128,7557.12,
4905.728,9540.608,7590.656,
4869.632,9511.424,7609.088,
4961.536,9653.76,7567.36,
4997.376,9677.824,7555.328,
4915.968,9536.768,7593.728,
4886.016,9512.192,7608.832,
4962.56,9649.152,7561.728,
4985.344,9667.584,7547.904,
4897.792,9532.16,7601.408,
4866.048,9513.472,7618.304,
4961.28,9661.696,7558.912,
4997.888,9684.736,7527.936,
4902.4,9543.68,7567.104,
4859.392,9513.728,7591.936,
4943.36,9647.36,7559.68,
4976.384,9669.632,7547.904,
4884.48,9528.832,7589.376,
4928,9638.144,7568.64,
4963.84,9664.256,7550.976,
4872.96,9527.552,7590.656,
4831.488,9493.504,7617.536,
4918.016,9629.696,7576.576,
4949.248,9649.92,7570.944,
4855.808,9506.048,7614.72,
4822.272,9486.848,7628.8,
4917.504,9631.232,7574.272,
4955.392,9652.992,7552,
4852.224,9502.976,7615.488,
4814.848,9486.592,7643.392,
4911.36,9634.048,7601.92,
4946.944,9653.76,7584.512,
4855.296,9510.144,7612.16,
4827.392,9494.784,7619.84,
4923.136,9641.216,7577.344,
4949.504,9653.504,7574.016,
4850.432,9505.024,7621.376,
4820.224,9488.384,7636.48,
4921.088,9638.656,7585.024,
4947.2,9655.552,7560.704,
4844.8,9508.352,7609.344,
4817.92,9500.416,7631.36,
4918.016,9650.944,7593.472,
4947.712,9669.888,7581.44,
4850.688,9520.64,7611.648,
4836.608,9510.144,7618.048,
4928.768,9652.992,7575.552,
4944.128,9660.672,7569.152,
4851.712,9518.848,7620.864,
4826.112,9507.84,7645.952,
4924.928,9656.576,7598.592,
4947.712,9662.72,7575.552,
4845.824,9508.864,7620.608,
4819.2,9500.928,7639.808,
4940.8,9651.968,7593.216,
4832.768,9495.552,7645.184,
4806.656,9487.104,7661.568,
4904.704,9633.792,7611.136,
4941.312,9651.712,7575.552,
4845.568,9507.072,7620.352,
4815.872,9491.712,7656.192,
4916.736,9646.336,7605.248,
4944.896,9662.72,7569.664,
4843.008,9509.12,7613.952,
4825.856,9505.536,7627.008,
4923.904,9660.416,7576.32,
4947.456,9666.816,7573.248,
4863.488,9528.32,7612.672,
4833.28,9514.752,7621.12,
4921.344,9657.6,7563.008,
4939.52,9662.976,7545.6,
4846.592,9516.8,7596.032,
4834.56,9519.616,7616.768,
4928.256,9665.28,7570.176,
4943.36,9662.208,7551.488,
4851.456,9524.224,7591.936,
4794.88,9667.84,7568.896,
4946.176,9665.792,7568.64,
4845.056,9514.24,7608.064,
4826.88,9518.592,7618.304,
4925.952,9671.68,7569.408,
4943.104,9667.072,7560.704,
4846.08,9519.872,7607.296,
4826.368,9521.152,7618.56,
4925.44,9673.472,7568.896,
4940.8,9670.912,7552.768,
4838.4,9517.824,7609.344,
4816.384,9536,7574.272,
4940.8,9664.256,7572.224,
4839.424,9512.448,7635.968,
4825.6,9517.056,7641.344,
4922.624,9668.608,7579.392,
4939.776,9668.864,7559.424,
4841.216,9516.032,7618.048,
4828.416,9524.736,7631.36,
4942.592,9692.416,7572.48,
4972.288,9715.456,7543.296,
4871.168,9590.528,7579.904,
4845.568,9784.576,7510.016,
4942.08,9773.568,7506.688,
4856.832,9626.88,7554.048,
4868.096,9653.248,7564.032,
4986.112,9803.008,7515.136,
5016.576,9777.664,7508.48,
4928,9605.888,7577.344,
4922.368,9599.232,7599.104,
5019.648,9724.672,7556.608,
5035.52,9693.696,7553.28,
4942.848,9537.536,7614.976,
4923.136,9545.984,7628.544,
4982.528,9679.616,7571.2,
4950.272,9645.824,7562.752,
4826.624,9480.96,7624.704,
4804.864,9478.656,7643.648,
4909.824,9622.784,7594.752,
4922.624,9610.752,7596.544,
4817.664,9462.784,7653.12,
4804.352,9474.048,7667.968,
4903.936,9620.224,7622.144,
4909.824,9606.912,7620.864,
4816.384,9460.992,7663.872,
4804.608,9473.28,7661.824,
4895.488,9620.48,7616.768,
4909.824,9612.544,7602.944,
4808.448,9461.504,7648.512,
4802.304,9488.128,7642.112,
4913.408,9677.568,7560.96,
4978.944,9736.704,7502.08,
4989.44,9677.568,7511.296,
5081.6,9810.688,7478.016,
5240.32,10120.96,7525.632,
5426.944,10341.888,7919.616,
5582.848,10314.24,8329.472,
5479.168,10078.464,8162.048,
5164.032,9851.392,7414.016,
4999.68,9642.24,7230.208,
4951.808,9491.456,7500.288,
4961.28,9567.744,7558.656,
5070.336,9780.224,7470.336,
5071.872,9772.288,7431.936,
4964.864,9603.584,7492.608,
4947.712,9606.144,7506.688,
5043.712,9747.968,7475.2,
5044.736,9721.344,7483.904,
4944.128,9563.392,7554.816,
4937.984,9584.128,7567.616,
5041.92,9739.52,7529.728,
5053.696,9715.968,7537.408,
4962.304,9570.048,7588.864,
4957.44,9593.088,7601.152,
5059.072,9738.24,7547.392,
5064.96,9711.36,7549.184,
4970.24,9565.44,7601.664,
4978.688,9601.28,7603.2,
5085.952,9754.88,7555.328,
5092.608,9730.816,7544.32,
5004.032,9591.552,7578.624,
5007.616,9618.688,7576.832,
5112.064,9765.376,7540.992,
5119.232,9741.056,7549.184,
5029.888,9596.672,7597.312,
5039.616,9625.6,7586.304,
5150.976,9775.36,7537.664,
5157.12,9739.52,7544.576,
5070.336,9594.368,7596.8,
5083.648,9629.952,7612.928,
5199.104,9779.712,7559.68,
5220.096,9760.256,7538.688,
5134.592,9616.896,7579.648,
5153.536,9648.384,7596.032,
5275.392,9801.472,7552,
5304.832,9777.92,7547.904,
5233.408,9633.792,7596.8,
5258.496,9669.632,7590.912,
5381.12,9820.928,7542.016,
5403.648,9792,7553.28,
5343.744,9654.784,7603.968,
5376.256,9696,7606.016,
5514.496,9851.136,7560.96,
5544.192,9820.672,7568.896,
5472.512,9684.224,7622.144,
5506.816,9729.024,7616.768,
5638.4,9891.84,7552.512,
5566.208,9725.44,7603.968,
5562.88,9768.448,7604.224,
5659.648,9925.632,7533.056,
5636.864,9890.304,7512.064,
5497.344,9735.68,7551.744,
5444.608,9746.944,7550.72,
5484.032,9874.944,7484.416,
5414.912,9822.208,7471.104,
5250.304,9660.16,7488,
5186.56,9803.008,7425.024,
5175.296,9754.368,7435.264,
5033.472,9593.344,7496.448,
4996.352,9611.52,7515.392,
5066.24,9746.432,7468.288,
5037.056,9701.376,7469.568,
4925.952,9552.64,7540.992,
4922.88,9587.2,7554.304,
5009.92,9723.904,7513.344,
4989.44,9673.728,7528.96,
4886.016,9523.2,7580.672,
4898.048,9569.28,7577.344,
4996.352,9717.76,7535.36,
4977.408,9668.352,7553.536,
4880.384,9521.92,7606.528,
4898.56,9565.184,7604.992,
5001.984,9712.896,7555.328,
4984.576,9669.376,7556.608,
4874.496,9519.616,7617.024,
4887.552,9558.784,7607.552,
4999.424,9707.008,7554.048,
4993.792,9669.376,7544.576,
4890.112,9523.712,7599.616,
4903.424,9568.512,7600.128,
5005.312,9716.48,7546.112,
4999.424,9678.08,7549.696,
4900.096,9537.792,7606.528,
4912.384,9589.76,7613.696,
5017.344,9742.848,7543.552,
5010.944,9697.536,7532.032,
4920.32,9560.576,7580.928,
4927.744,9608.96,7570.688,
5023.232,9745.152,7530.752,
5011.968,9694.72,7538.432,
4907.52,9554.176,7580.928,
4919.552,9602.56,7567.104,
5021.696,9747.2,7510.784,
4994.048,9689.088,7514.88,
4883.456,9539.328,7588.608,
4902.912,9599.488,7578.88,
5006.592,9747.2,7524.352,
4985.856,9695.488,7532.8,
4884.224,9555.456,7566.848,
4900.096,9605.632,7570.176,
4995.84,9742.848,7522.048,
4984.32,9691.648,7518.208,
4890.368,9555.456,7562.752,
4901.888,9608.704,7567.36,
5002.752,9756.928,7512.064,
4982.528,9700.608,7513.6,
4874.752,9543.424,7574.784,
4884.48,9594.112,7570.688,
4985.856,9740.544,7515.648,
4978.944,9693.696,7512.832,
4877.824,9551.616,7573.248,
4888.832,9602.304,7572.48,
4986.368,9746.688,7513.6,
4969.216,9694.208,7513.856,
4878.592,9560.832,7572.48,
4893.44,9611.52,7585.536,
4990.208,9748.736,7544.32,
4855.552,9536.256,7603.2,
4876.8,9590.272,7595.52,
4977.408,9729.536,7549.44,
4959.232,9672.192,7568.384,
4867.072,9538.048,7607.552,
4888.576,9599.232,7582.72,
4983.808,9739.776,7532.288,
4968.704,9685.248,7531.264,
4865.024,9544.192,7585.024,
4875.264,9590.528,7594.496,
4970.752,9727.488,7555.584,
4950.016,9673.472,7557.376,
4865.024,9538.56,7608.576,
4888.32,9605.888,7598.336,
4975.872,9736.192,7550.72,
4951.04,9667.328,7561.984,
4861.184,9536.256,7610.112,
4886.272,9600.768,7602.432,
4979.712,9740.8,7540.224,
4952.064,9675.008,7548.16,
4854.272,9533.44,7604.992,
4876.544,9598.72,7607.04,
4983.808,9747.456,7555.84,
4965.376,9687.808,7548.16,
4875.008,9554.432,7582.464,
4892.672,9613.312,7577.856,
4982.528,9746.432,7546.112,
4945.408,9671.68,7569.664,
4843.52,9530.624,7622.4,
4873.472,9599.488,7606.016,
4975.104,9738.752,7548.16,
4954.88,9679.872,7552.256,
4860.416,9545.984,7611.136,
4888.32,9608.448,7608.576,
4984.064,9745.408,7559.168,
4955.136,9676.544,7573.76,
4845.568,9532.928,7618.304,
4875.776,9602.304,7603.968,
4975.872,9738.24,7554.048,
4945.152,9671.168,7558.912,
4851.456,9546.752,7614.464,
4887.04,9618.176,7601.92,
4979.456,9748.224,7547.392,
4951.808,9674.24,7567.872,
4855.04,9538.56,7626.496,
4884.224,9613.824,7613.184,
4986.112,9753.088,7554.048,
4961.536,9682.176,7548.416,
4877.312,9556.48,7588.096,
4901.888,9625.088,7590.4,
4995.072,9755.904,7538.432,
4965.12,9686.528,7543.04,
4867.584,9558.272,7596.544,
4893.952,9627.648,7592.96,
4989.952,9758.976,7541.248,
4961.792,9687.296,7551.488,
4871.168,9558.784,7596.8,
4893.952,9621.76,7584.512,
4986.88,9747.2,7548.928,
4949.76,9673.984,7571.712,
4854.272,9544.448,7621.12,
4888.32,9619.2,7598.848,
4986.88,9750.272,7547.648,
4952.576,9675.776,7571.456,
4858.624,9545.216,7627.008,
4894.72,9627.392,7608.576,
4996.864,9761.536,7545.856,
4966.144,9685.76,7546.88,
4869.888,9554.944,7595.776,
4900.864,9628.416,7591.68,
4998.912,9762.048,7553.792,
4973.312,9690.368,7565.568,
4873.472,9558.016,7604.736,
4902.912,9635.328,7589.12,
4994.048,9763.84,7548.928,
4963.328,9685.504,7568.128,
4877.312,9577.216,7602.688,
4916.224,9689.856,7565.568,
5014.272,9851.904,7493.632,
4984.576,9794.304,7477.76,
4894.208,9672.192,7513.6,
4939.008,9758.72,7509.76,
5044.48,9903.616,7456.256,
5026.56,9818.624,7482.624,
4952.064,9675.264,7545.856,
4999.424,9736.448,7542.016,
5099.008,9833.216,7504.128,
5063.68,9726.464,7534.592,
4967.424,9584.128,7603.456,
5005.056,9664.256,7596.032,
5082.624,9789.696,7538.176,
4987.136,9675.008,7559.936,
4862.976,9528.32,7613.952,
4884.224,9599.488,7589.376,
4977.664,9715.712,7578.112,
4848.896,9507.84,7647.488,
4890.624,9591.552,7637.76,
4988.928,9720.576,7574.016,
4939.52,9637.632,7586.048,
4840.704,9508.864,7642.112,
4889.344,9594.368,7640.064,
4991.232,9733.12,7573.76,
4949.76,9652.224,7571.968,
4851.456,9522.944,7621.632,
4883.712,9603.328,7611.136,
4969.472,9727.744,7568.128,
4938.496,9670.912,7563.008,
4941.824,9613.824,7590.656,
5135.104,9782.272,7555.584,
5309.696,10020.096,7463.168,
5290.752,10140.416,7527.168,
5373.184,10257.664,7947.008,
5547.776,10367.232,8171.776,
5380.864,10201.6,7693.312,
4980.992,9801.472,7139.84,
4866.816,9521.664,7326.976,
5108.48,9786.624,7528.192,
5070.08,9747.712,7505.664,
4982.272,9646.08,7505.92,
5020.416,9721.088,7490.816,
5108.992,9823.488,7451.648,
5059.84,9725.696,7479.296,
4964.352,9604.096,7530.496,
5000.704,9686.528,7524.864,
5098.496,9810.176,7491.328,
5053.952,9714.176,7512.832,
4968.704,9596.16,7567.872,
5024.768,9700.096,7539.2,
5111.04,9817.6,7497.728,
5068.032,9725.184,7523.584,
4990.208,9615.104,7579.136,
5044.992,9713.664,7561.472,
5134.08,9823.488,7515.648,
5090.816,9726.464,7537.92,
5014.784,9624.832,7571.456,
5073.92,9729.792,7543.808,
5174.016,9849.088,7502.592,
5133.568,9748.736,7522.048,
5054.208,9633.024,7567.36,
5111.296,9733.376,7544.832,
5207.808,9855.488,7510.528,
5168.896,9761.792,7537.664,
5092.608,9646.08,7588.608,
5151.744,9743.872,7570.432,
5250.304,9856.256,7520,
5217.024,9759.488,7537.92,
5142.528,9652.736,7581.952,
5208.32,9757.952,7568.384,
5312.768,9875.968,7526.4,
5282.56,9779.968,7545.856,
5224.448,9677.312,7587.072,
5293.312,9773.568,7567.104,
5398.272,9883.136,7539.456,
5368.832,9787.904,7577.344,
5315.584,9689.856,7607.808,
5402.88,9799.68,7586.56,
5520.128,9922.048,7541.248,
5492.48,9825.536,7566.08,
5440,9722.624,7602.688,
5521.408,9832.704,7583.488,
5632.512,9952.256,7543.04,
5603.328,9857.28,7553.536,
5538.048,9759.232,7587.328,
5594.368,9873.152,7551.488,
5675.264,9986.304,7510.784,
5604.864,9886.72,7534.848,
5494.784,9776.896,7580.672,
5512.192,9867.776,7546.624,
5551.616,9968.384,7469.312,
5445.12,9849.6,7472.128,
5301.76,9724.928,7500.288,
5287.424,9814.016,7450.112,
5315.584,9906.688,7398.912,
5203.968,9785.088,7426.048,
5074.432,9668.096,7454.208,
5097.472,9764.096,7436.544,
5144.832,9854.72,7399.424,
5064.704,9745.408,7426.816,
4968.448,9639.936,7487.744,
5014.784,9742.848,7464.448,
5082.624,9844.224,7418.112,
5018.368,9733.376,7450.88,
4926.208,9619.968,7524.096,
4978.688,9727.744,7503.36,
5063.936,9837.568,7469.568,
5014.784,9739.264,7487.232,
4925.44,9631.488,7524.352,
4971.264,9730.56,7504.64,
5058.304,9833.472,7479.04,
5006.08,9726.208,7518.464,
4923.904,9624.832,7548.672,
4980.736,9735.68,7511.808,
5061.12,9841.152,7460.096,
5002.752,9732.608,7484.416,
4922.88,9629.44,7534.848,
4976.384,9736.704,7520.512,
5064.704,9842.944,7485.184,
5008.64,9732.096,7510.272,
4929.792,9636.608,7550.976,
4989.952,9747.712,7527.936,
5070.848,9852.16,7484.928,
5007.104,9742.592,7507.968,
4926.208,9639.168,7554.048,
4994.304,9760.768,7526.144,
5082.624,9866.752,7463.936,
5024.512,9753.6,7487.488,
4937.728,9650.176,7537.664,
4994.304,9758.208,7513.344,
5079.552,9860.352,7464.192,
5017.856,9753.088,7475.712,
4939.264,9658.368,7515.136,
5006.08,9779.456,7482.624,
5076.48,9874.944,7450.368,
5004.8,9753.344,7487.232,
4927.744,9660.928,7529.728,
4988.672,9775.616,7504.128,
5072.896,9873.152,7459.84,
5008.896,9759.744,7483.392,
4925.952,9662.976,7515.648,
4983.808,9772.544,7499.008,
5051.136,9860.096,7462.4,
4987.392,9747.456,7489.536,
4913.152,9652.48,7533.312,
4969.728,9760.768,7509.504,
5040.64,9859.328,7460.352,
4975.104,9744.128,7492.352,
4900.096,9640.704,7544.064,
4965.376,9754.368,7511.808,
5042.688,9852.416,7472.896,
4968.704,9726.72,7503.104,
4885.76,9630.72,7556.864,
4950.272,9753.6,7538.176,
5026.816,9851.136,7501.568,
4963.84,9735.936,7517.44,
4876.288,9634.816,7562.24,
4946.688,9760.512,7531.776,
5029.376,9855.488,7486.208,
4961.536,9734.144,7520,
4881.152,9639.424,7556.096,
4941.568,9753.6,7525.12,
5012.48,9840.896,7487.744,
4936.704,9714.944,7522.048,
4864,9626.112,7557.376,
4936.704,9754.112,7519.744,
5012.48,9842.432,7499.264,
4939.52,9715.712,7548.416,
4864.512,9625.344,7591.168,
4947.712,9858.816,7477.504,
4947.2,9732.352,7505.92,
4866.048,9633.28,7559.936,
4936.448,9754.624,7531.776,
5011.456,9847.808,7503.872,
4939.264,9724.16,7539.2,
4866.56,9629.696,7561.984,
4934.912,9753.856,7526.4,
5001.728,9843.712,7486.976,
4941.056,9728.512,7523.072,
4869.12,9642.496,7565.568,
4930.56,9759.232,7532.032,
4999.68,9835.008,7505.408,
4923.904,9701.888,7539.968,
4857.6,9628.16,7575.552,
4928,9759.232,7544.576,
4989.952,9832.448,7522.304,
4919.552,9703.936,7561.472,
4856.32,9629.952,7590.656,
4934.656,9762.816,7550.208,
5003.52,9842.176,7496.448,
4929.536,9710.592,7533.568,
4861.696,9627.392,7565.568,
4929.024,9755.136,7539.2,
4998.912,9838.848,7506.688,
