ecg,ecg2,ecg3,rrIntervalList
7313.92,13476.352,5872.384,0.79
7225.6,13414.144,5918.464,1.5550000000000002
7386.624,13722.88,6058.752,2.335
7566.336,13831.168,6041.088,3.155
7644.672,13653.504,5819.904,3.9699999999999998
7321.6,13873.152,5827.072,4.75
7360.0,13962.24,5886.208,5.5649999999999995
7205.888,13716.224,5843.456,6.395
7160.832,13604.608,5787.136,7.17
7297.536,13856.256,5849.088,7.97
7332.864,13935.872,5893.888,8.785
7193.856,13688.32,5815.04,9.61
7146.752,13562.88,5738.24,0.82
7282.944,13815.808,5801.728,1.6349999999999998
7322.624,13906.176,5844.48,2.42
7174.912,13668.096,5791.488,3.23
7144.96,13571.84,5728.768,4.045
7316.48,13847.808,5780.48,4.85
7381.248,13945.6,5822.464,5.68
7244.032,13702.912,5755.136,6.5249999999999995
7194.368,13604.608,5697.792,7.34
7342.336,13878.784,5787.392,8.17
7277.824,13731.84,5725.696,8.995
7248.64,13665.024,5678.336,0.805
7404.544,13948.416,5742.336,1.645
7459.584,14030.592,5764.096,2.4699999999999998
7337.984,13798.4,5690.624,3.2299999999999995
7331.328,13724.16,5617.408,4.074999999999999
7505.408,14013.44,5659.392,4.944999999999999
7579.904,14118.144,5667.84,5.81
7462.656,13900.8,5605.12,6.63
7451.648,13823.744,5527.808,7.47
7621.12,14099.2,5569.024,8.34
7706.624,14217.216,5596.16,9.12
7595.008,13997.056,5517.568
7550.208,13879.552,5434.624
7708.416,14164.992,5489.92
7777.536,14272.512,5519.36
7654.4,14036.736,5452.288
7587.584,13923.584,5407.232
7690.752,14159.616,5484.032
7693.568,14215.168,5554.688
7506.432,13918.464,5518.08
7422.208,13758.976,5487.36
7489.792,14002.432,5609.728
7306.752,13715.712,5571.328
7225.088,13561.344,5514.496
7323.136,13793.792,5603.84
7334.4,13840.128,5648.896
7176.704,13572.352,5596.672
7127.552,13481.984,5573.376
7249.664,13735.936,5653.504
7269.12,13781.248,5677.568
7126.272,13518.592,5594.88
7084.8,13415.68,5540.864
7203.072,13662.464,5613.824
7236.608,13724.928,5643.52
7119.616,13495.04,5580.288
7091.968,13413.12,5524.48
7240.192,13705.216,5609.728
7283.968,13798.144,5668.608
7137.28,13532.672,5596.928
7079.424,13424.64,5545.984
7225.088,13713.664,5627.136
7285.76,13813.248,5666.56
7150.848,13570.048,5602.56
7102.208,13458.688,5554.944
7229.952,13709.312,5628.672
7260.672,13766.144,5656.32
7128.832,13524.224,5597.184
7097.088,13455.104,5559.04
7233.28,13714.176,5607.936
7264.256,13775.872,5644.8
7137.536,13551.104,5597.952
7102.976,13471.488,5549.312
7214.592,13723.136,5619.456
7239.424,13786.88,5661.184
7118.336,13569.28,5614.592
7077.632,13478.656,5563.392
7223.808,13762.816,5657.6
7297.024,13879.552,5701.376
7174.4,13649.152,5627.904
7127.04,13555.712,5585.152
7260.416,13810.432,5655.552
7284.736,13859.84,5678.08
7148.8,13614.336,5613.568
7114.752,13523.968,5544.96
7220.736,13759.488,5601.024
7246.336,13832.704,5656.576
7127.296,13612.032,5602.816
7100.928,13527.296,5534.464
7249.664,13815.04,5626.112
7296.256,13908.48,5698.56
7135.488,13645.568,5644.544
7082.496,13545.984,5581.824
7220.224,13820.928,5647.872
7238.656,13879.296,5686.016
7108.352,13651.2,5635.328
7092.736,13594.624,5592.32
7235.328,13870.336,5660.416
7269.632,13938.432,5697.536
7128.576,13713.408,5664.512
7092.992,13641.728,5630.72
7221.248,13907.968,5710.336
7274.24,13984.512,5749.248
7149.824,13755.392,5695.232
7121.152,13696.0,5670.912
7223.296,13947.648,5760.0
7230.976,13990.656,5799.424
7098.624,13746.432,5740.032
7083.008,13678.848,5693.952
7221.76,13964.288,5789.184
7256.576,14059.52,5857.28
7108.096,13816.576,5793.024
7070.464,13741.824,5749.248
7226.88,14035.712,5835.264
7256.32,14097.664,5877.504
7105.792,13842.176,5825.024
7068.928,13769.216,5777.408
7210.496,14053.376,5855.488
7240.96,14155.52,5932.8
7085.568,13915.136,5887.744
7049.216,13832.192,5824.0
7202.56,14151.424,5923.072
7244.544,14265.344,5986.048
7122.688,14039.296,5922.048
7105.536,13969.152,5869.824
7253.504,14286.592,5977.856
7297.28,14410.24,6055.168
7152.384,14198.272,6025.216
7103.488,14116.864,5978.368
7292.416,14420.736,6018.304
7361.024,14540.032,6052.608
7190.528,14307.328,6003.968
7137.024,14226.432,5950.72
7304.96,14524.416,6031.616
7347.456,14598.144,6080.0
7194.368,14349.056,6025.472
7134.72,14284.544,6010.624
7236.352,14564.352,6118.4
7237.888,14636.544,6185.728
7068.928,14399.232,6166.016
7024.384,14331.392,6160.384
7158.016,14609.152,6250.752
7187.456,14692.608,6309.376
7045.632,14478.592,6294.784
7019.008,14423.808,6262.272
7192.064,14742.528,6353.92
7229.44,14828.8,6418.176
7073.024,14566.912,6371.84
7042.56,14491.648,6337.792
7175.424,14783.488,6442.24
7201.28,14849.536,6483.2
7058.944,14599.936,6434.048
7026.432,14545.92,6434.304
7177.216,14847.232,6537.216
7202.048,14913.792,6581.248
7063.04,14686.464,6538.752
6993.408,14672.384,6609.92
7092.736,15024.128,6862.336
7232.256,15120.64,6892.8
7299.584,14899.968,6684.16
7636.224,14974.208,6376.96
8340.736,15704.832,6071.296
8904.192,16425.728,5735.936
9011.456,16598.016,5312.512
8716.544,16485.888,5210.112
8253.44,16204.8,5556.736
7703.552,15622.4,6045.44
7311.36,15072.0,6366.72
7311.872,14963.712,6535.424
7430.4,15284.992,6804.48
7377.408,15384.064,6996.224
7184.128,15128.576,7020.8
7123.456,15010.048,6993.92
7244.288,15271.68,7121.664
7281.92,15362.304,7223.04
7127.808,15091.968,7191.296
7083.52,15001.088,7175.424
7238.144,15306.496,7276.032
7274.24,15372.288,7321.088
7122.944,15095.296,7282.944
7075.328,15004.928,7258.88
7235.84,15320.832,7363.84
7298.304,15428.096,7429.632
7164.928,15177.984,7384.064
7158.016,15115.52,7350.784
7305.216,15407.104,7448.576
7318.784,15465.984,7523.328
7166.464,15209.472,7488.256
7130.368,15132.416,7463.168
7256.32,15412.992,7577.344
7302.912,15492.352,7651.328
7180.032,15251.712,7607.296
7167.744,15216.384,7585.792
7356.672,15541.248,7682.048
7411.968,15619.328,7730.432
7291.648,15391.232,7675.904
7279.104,15350.272,7651.84
7495.424,15727.36,7776.0
7392.768,15492.864,7709.952
7379.2,15437.824,7685.12
7530.752,15735.552,7782.4
7590.656,15840.0,7837.184
7491.072,15640.064,7792.896
7507.2,15610.112,7750.144
7673.856,15913.472,7829.76
7723.008,15987.2,7861.504
7607.04,15761.152,7808.512
7604.992,15729.664,7788.288
7765.76,16049.664,7908.352
7757.312,16093.44,7992.832
7545.088,15776.512,7948.544
7469.312,15664.64,7945.728
7544.576,15902.72,8090.624
7529.216,15923.456,8176.64
7338.24,15633.664,8176.64
7241.984,15511.808,8182.272
7342.336,15774.464,8318.208
7339.776,15813.632,8395.776
7175.68,15535.616,8365.056
7139.072,15458.048,8353.536
7262.464,15730.688,8464.896
7261.184,15772.416,8533.504
7096.832,15506.432,8502.016
7067.648,15429.632,8463.616
7213.056,15715.328,8565.248
7232.768,15780.096,8634.624
7085.056,15525.376,8587.008
7058.176,15469.312,8564.736
7206.656,15778.048,8691.968
7242.24,15851.264,8764.928
7102.208,15601.664,8728.576
7078.912,15545.856,8708.096
7220.736,15837.184,8815.104
7255.808,15899.392,8870.144
7121.152,15654.4,8826.112
7074.304,15578.368,8793.856
7204.352,15860.224,8903.424
7229.696,15920.128,8961.536
7069.44,15649.792,8918.272
7034.368,15583.488,8890.624
7202.048,15909.888,9006.08
7244.8,15990.528,9080.576
7096.32,15740.672,9048.576
7075.328,15691.008,9034.496
7225.6,15986.432,9182.72
7121.408,15804.928,9127.424
7083.776,15749.12,9122.048
7224.064,16040.192,9238.272
7255.04,16096.768,9292.8
7117.312,15844.352,9238.528
7087.872,15782.912,9216.512
7214.848,16066.56,9313.024
7236.864,16129.28,9368.832
7084.544,15856.384,9315.584
7047.936,15754.24,9249.536
7198.976,16048.64,9351.424
7229.696,16108.544,9404.928
7096.576,15859.456,9346.816
7076.608,15820.032,9337.6
7212.544,16125.184,9466.88
7239.936,16173.056,9511.168
7119.36,15929.088,9459.2
7104.0,15881.728,9433.856
7249.408,16176.384,9536.0
7269.888,16238.336,9602.816
7111.936,15962.624,9544.192
7081.728,15897.6,9513.216
7225.856,16205.824,9623.296
7250.176,16262.4,9679.616
7118.08,16007.68,9622.016
7088.64,15937.536,9585.408
7235.584,16225.28,9684.736
7271.168,16293.376,9733.632
7115.264,16028.16,9674.496
7074.56,15945.472,9628.416
7207.424,16234.24,9740.8
7238.912,16300.288,9792.256
7105.28,16056.832,9745.664
7087.872,15995.648,9724.672
7237.376,16296.96,9827.84
