ecg,ecg2,ecg3,rrIntervalList
14212.608,11.264,16767.744,0.755
14139.648,10.24,16767.232,1.525
14144.768,7.424,16767.744,2.315
14296.576,6.656,16765.696,3.075
14473.728,6.656,16763.904,3.85
14786.304,6.4,16764.928,4.69
15136.512,6.912,16766.208,5.58
15353.344,9.728,16767.232,6.4
15280.128,12.032,16767.744,7.25
14041.344,7.168,16768.0,8.105
14058.496,8.448,16766.976,8.905000000000001
14107.904,7.168,16766.464,9.65
14131.2,7.936,16766.208
14065.92,8.704,16766.976
14040.32,8.448,16767.488
14049.024,6.912,16766.464
14014.976,6.656,16766.976
14004.224,7.168,16767.744
14026.24,6.912,16766.976
13991.424,6.4,16767.488
14006.272,8.704,16767.744
14115.84,9.984,16765.952
14296.064,8.704,16765.184
14500.096,5.632,16764.16
14766.592,6.656,16766.208
15014.4,8.448,16767.488
14999.296,6.912,16766.208
14765.312,6.912,16765.952
14433.536,6.144,16766.208
14147.584,6.912,16767.232
14109.696,8.96,16765.952
14133.248,8.448,16766.208
14086.912,9.472,16764.16
14050.56,8.448,16765.44
14038.016,8.192,16768.256
14048.256,8.192,16769.024
14056.192,7.68,16769.28
14068.48,7.168,16768.256
14060.032,7.936,16766.976
14049.28,9.472,16765.952
14061.056,9.472,16767.488
14070.272,9.728,16766.976
14075.136,9.216,16765.696
14055.68,8.96,16765.184
14059.52,7.168,16765.696
14087.424,6.656,16766.976
14084.864,10.24,16766.464
14071.808,10.496,16765.696
14049.024,9.984,16767.744
14096.128,10.24,16769.536
14125.312,8.704,16767.744
14068.992,7.424,16767.488
14072.064,8.704,16766.976
14092.544,8.96,16767.232
14095.36,7.68,16767.744
14091.264,5.376,16768.256
14128.64,6.144,16769.536
14149.376,7.936,16768.768
14177.792,7.68,16766.464
14228.48,7.168,16768.0
14224.128,7.424,16767.744
14214.144,9.216,16766.72
14214.656,8.192,16768.256
14243.328,5.12,16769.536
14287.616,5.632,16768.0
14255.872,8.192,16767.232
14215.424,10.24,16768.768
14225.664,9.984,16768.0
14222.848,9.216,16767.744
14181.376,9.216,16765.184
14168.064,12.544,16763.904
14156.544,11.264,16763.904
14129.152,9.728,16764.16
14067.2,7.68,16769.024
14081.792,10.24,16766.72
14083.584,10.24,16766.72
14112.0,8.192,16766.976
14149.12,7.424,16765.696
14071.808,7.936,16765.952
13993.728,8.96,16766.72
13997.056,8.192,16765.696
14067.456,9.472,16763.648
14105.088,10.496,16765.44
14078.464,9.472,16766.976
14030.336,9.216,16766.976
14008.576,9.984,16769.024
14030.08,9.728,16770.56
